635644800 1
644112000 1
646531200 1
665884800 1
703987200 1
726364800 1
728179200 2
731203200 1
732412800 1
737856000 1
739670400 1
742694400 1
747532800 1
752976000 1
759024000 1
761443200 1
774144000 1
775958400 1
780192000 1
784425600 1
785635200 1
786240000 1
788659200 1
789868800 1
790473600 1
793497600 1
794707200 1
796521600 1
798940800 1
800150400 1
802569600 1
805593600 1
806803200 1
812246400 2
814060800 1
818294400 1
818899200 1
819504000 1
821318400 1
822528000 2
824947200 1
829180800 2
832809600 1
833414400 2
834019200 1
843696000 1
849139200 1
849744000 1
854582400 1
856396800 1
860630400 1
861235200 1
865468800 2
866073600 1
868492800 1
869097600 1
870307200 2
870912000 2
872121600 1
873936000 1
874540800 1
875145600 2
875750400 1
876960000 1
878169600 1
879379200 2
881193600 2
881798400 1
882403200 2
883612800 1
884217600 3
885427200 2
886032000 2
886636800 1
887241600 2
887846400 2
888451200 2
889056000 1
890265600 1
890870400 2
892080000 10
892684800 5
894499200 2
895104000 1
896918400 1
897523200 1
898732800 4
899337600 3
899942400 3
900547200 1
901152000 1
902361600 3
902966400 1
903571200 2
904176000 3
904780800 1
905385600 5
905990400 2
906595200 2
907200000 2
907804800 3
908409600 1
909014400 1
909619200 2
910224000 1
910828800 2
911433600 3
912038400 4
912643200 3
913852800 1
915062400 3
915667200 1
916272000 1
916876800 5
917481600 2
918086400 3
918691200 5
919296000 2
919900800 3
920505600 1
921110400 5
921715200 1
922320000 3
922924800 4
923529600 1
924134400 3
924739200 4
925344000 5
925948800 7
926553600 8
927158400 7
927763200 11
928368000 7
928972800 3
929577600 6
930182400 4
930787200 5
931392000 12
931996800 3
932601600 4
933206400 2
933811200 3
934416000 5
935020800 2
935625600 2
936835200 4
937440000 7
938044800 7
938649600 3
939254400 3
939859200 4
940464000 2
941068800 3
941673600 11
942278400 3
942883200 3
943488000 3
944092800 1
944697600 5
945302400 8
945907200 3
946512000 11
947116800 10
947721600 5
948326400 6
948931200 4
949536000 5
950140800 3
950745600 7
951350400 4
951955200 4
952560000 4
953164800 2
953769600 19
954374400 20
954979200 7
955584000 6
956188800 5
956793600 6
957398400 5
958003200 4
958608000 14
959212800 3
959817600 8
960422400 17
961027200 6
961632000 4
962236800 2
962841600 4
963446400 10
964051200 3
964656000 6
965260800 4
965865600 5
966470400 9
967075200 11
967680000 4
968284800 3
968889600 5
969494400 4
970099200 11
970704000 9
971308800 4
971913600 8
972518400 2
973123200 5
973728000 10
974332800 8
974937600 5
975542400 2
976147200 6
976752000 6
977356800 3
977961600 17
978566400 16
979171200 11
979776000 6
980380800 13
980985600 7
981590400 6
982195200 17
982800000 18
983404800 12
984009600 13
984614400 11
985219200 14
985824000 11
986428800 14
987033600 17
987638400 13
988243200 28
988848000 18
989452800 14
990057600 20
990662400 12
991267200 23
991872000 20
992476800 25
993081600 20
993686400 17
994291200 21
994896000 20
995500800 33
996105600 26
996710400 23
997315200 26
997920000 27
998524800 22
999129600 25
999734400 24
1000339200 27
1000944000 24
1001548800 27
1002153600 28
1002758400 33
1003363200 32
1003968000 36
1004572800 34
1005177600 42
1005782400 29
1006387200 31
1006992000 27
1007596800 31
1008201600 28
1008806400 13
1009411200 28
1010016000 22
1010620800 26
1011225600 75
1011830400 21
1012435200 21
1013040000 32
1013644800 29
1014249600 84
1014854400 38
1015459200 34
1016064000 33
1016668800 45
1017273600 29
1017878400 34
1018483200 32
1019088000 39
1019692800 63
1020297600 33
1020902400 52
1021507200 55
1022112000 38
1022716800 26
1023321600 27
1023926400 22
1024531200 40
1025136000 47
1025740800 37
1026345600 58
1026950400 36
1027555200 45
1028160000 32
1028764800 42
1029369600 30
1029974400 35
1030579200 27
1031184000 56
1031788800 48
1032393600 42
1032998400 47
1033603200 67
1034208000 63
1034812800 42
1035417600 37
1036022400 45
1036627200 47
1037232000 36
1037836800 63
1038441600 56
1039046400 43
1039651200 40
1040256000 31
1040860800 28
1041465600 44
1042070400 39
1042675200 47
1043280000 34
1043884800 48
1044489600 43
1045094400 52
1045699200 57
1046304000 56
1046908800 53
1047513600 39
1048118400 38
1048723200 37
1049328000 37
1049932800 46
1050537600 30
1051142400 55
1051747200 55
1052352000 56
1052956800 60
1053561600 179
1054166400 79
1054771200 71
1055376000 78
1055980800 70
1056585600 57
1057190400 69
1057795200 64
1058400000 73
1059004800 49
1059609600 79
1060214400 69
1060819200 73
1061424000 71
1062028800 128
1062633600 74
1063238400 66
1063843200 59
1064448000 66
1065052800 125
1065657600 70
1066262400 70
1066867200 72
1067472000 76
1068076800 67
1068681600 70
1069286400 79
1069891200 62
1070496000 74
1071100800 79
1071705600 92
1072310400 62
1072915200 79
1073520000 82
1074124800 72
1074729600 75
1075334400 75
1075939200 58
1076544000 86
1077148800 74
1077753600 78
1078358400 73
1078963200 131
1079568000 82
1080172800 68
1080777600 73
1081382400 68
1081987200 70
1082592000 67
1083196800 71
1083801600 75
1084406400 56
1085011200 64
1085616000 153
1086220800 79
1086825600 65
1087430400 57
1088035200 66
1088640000 80
1089244800 92
1089849600 82
1090454400 81
1091059200 82
1091664000 72
1092268800 83
1092873600 96
1093478400 98
1094083200 82
1094688000 94
1095292800 71
1095897600 88
1096502400 74
1097107200 71
1097712000 73
1098316800 95
1098921600 121
1099526400 81
1100131200 74
1100736000 99
1101340800 90
1101945600 171
1102550400 83
1103155200 83
1103760000 91
1104364800 89
1104969600 92
1105574400 101
1106179200 87
1106784000 91
1107388800 104
1107993600 98
1108598400 114
1109203200 94
1109808000 99
1110412800 104
1111017600 143
1111622400 126
1112227200 125
1112832000 126
1113436800 93
1114041600 143
1114646400 122
1115251200 128
1115856000 134
1116460800 101
1117065600 103
1117670400 110
1118275200 134
1118880000 133
1119484800 109
1120089600 106
1120694400 123
1121299200 90
1121904000 130
1122508800 113
1123113600 115
1123718400 115
1124323200 118
1124928000 140
1125532800 158
1126137600 143
1126742400 151
1127347200 170
1127952000 244
1128556800 170
1129161600 137
1129766400 134
1130371200 275
1130976000 178
1131580800 154
1132185600 234
1132790400 165
1133395200 176
1134000000 203
1134604800 172
1135209600 164
1135814400 114
1136419200 228
1137024000 183
1137628800 170
1138233600 175
1138838400 206
1139443200 195
1140048000 265
1140652800 200
1141257600 303
1141862400 178
1142467200 187
1143072000 244
1143676800 263
1144281600 253
1144886400 191
1145491200 257
1146096000 184
1146700800 166
1147305600 197
1147910400 348
1148515200 214
1149120000 228
1149724800 246
1150329600 210
1150934400 194
1151539200 185
1152144000 216
1152748800 243
1153353600 223
1153958400 215
1154563200 231
1155168000 241
1155772800 223
1156377600 235
1156982400 279
1157587200 249
1158192000 225
1158796800 199
1159401600 235
1160006400 244
1160611200 254
1161216000 227
1161820800 257
1162425600 314
1163030400 252
1163635200 278
1164240000 291
1164844800 261
1165449600 268
1166054400 246
1166659200 213
1167264000 214
1167868800 256
1168473600 255
1169078400 255
1169683200 238
1170288000 260
1170892800 780
1171497600 273
1172102400 320
1172707200 406
1173312000 305
1173916800 295
1174521600 289
1175126400 273
1175731200 273
1176336000 284
1176940800 277
1177545600 327
1178150400 264
1178755200 284
1179360000 264
1179964800 283
1180569600 292
1181174400 313
1181779200 343
1182384000 321
1182988800 324
1183593600 319
1184198400 275
1184803200 300
1185408000 350
1186012800 305
1186617600 307
1187222400 325
1187827200 348
1188432000 344
1189036800 394
1189641600 384
1190246400 337
1190851200 347
1191456000 374
1192060800 397
1192665600 414
1193270400 392
1193875200 448
1194480000 430
1195084800 376
1195689600 406
1196294400 417
1196899200 425
1197504000 407
1198108800 375
1198713600 300
1199318400 440
1199923200 454
1200528000 471
1201132800 471
1201737600 594
1202342400 490
1202947200 504
1203552000 460
1204156800 496
1204761600 532
1205366400 586
1205971200 589
1206576000 610
1207180800 600
1207785600 639
1208390400 613
1208995200 589
1209600000 627
1210204800 693
1210809600 685
1211414400 716
1212019200 742
1212624000 731
1213228800 713
1213833600 743
1214438400 741
1215043200 714
1215648000 691
1216252800 738
1216857600 723
1217462400 783
1218067200 730
1218672000 759
1219276800 815
1219881600 830
1220486400 805
1221091200 718
1221696000 798
1222300800 772
1222905600 837
1223510400 815
1224115200 864
1224720000 837
1225324800 876
1225929600 975
1226534400 993
1227139200 945
1227744000 912
1228348800 950
1228953600 974
1229558400 857
1230163200 671
1230768000 879
1231372800 1062
1231977600 1126
1232582400 1178
1233187200 1146
1233792000 1151
1234396800 1196
1235001600 1291
1235606400 1303
1236211200 1251
1236816000 1395
1237420800 1231
1238025600 1292
1238630400 1238
1239235200 1177
1239840000 1275
1240444800 1349
1241049600 1288
1241654400 1301
1242259200 1302
1242864000 1383
1243468800 1371
1244073600 1343
1244678400 1361
1245283200 1397
1245888000 1362
1246492800 1388
1247097600 1409
1247702400 1442
1248307200 1493
1248912000 1528
1249516800 1451
1250121600 1545
1250726400 1543
1251331200 1616
1251936000 1643
1252540800 1635
1253145600 1761
1253750400 1660
1254355200 1709
1254960000 1702
1255564800 1765
1256169600 1804
1256774400 1697
1257379200 1817
1257984000 1898
1258588800 1998
1259193600 1922
1259798400 1983
1260403200 1974
1261008000 1889
1261612800 1445
1262217600 1862
1262822400 2171
1263427200 2337
1264032000 2369
1264636800 2479
1265241600 2550
1265846400 2447
1266451200 2550
1267056000 2673
1267660800 2730
1268265600 2607
1268870400 2589
1269475200 2866
1270080000 2618
1270684800 2662
1271289600 2665
1271894400 2804
1272499200 2791
1273104000 2708
1273708800 2923
1274313600 2943
1274918400 2795
1275523200 2936
1276128000 3045
1276732800 2954
1277337600 2956
1277942400 2809
1278547200 3064
1279152000 3046
1279756800 3221
1280361600 3285
1280966400 3266
1281571200 3365
1282176000 3825
1282780800 3708
1283385600 3650
1283990400 3771
1284595200 3897
1285200000 4037
1285804800 4110
1286409600 4207
1287014400 4465
1287619200 4445
1288224000 4456
1288828800 4676
1289433600 4591
1290038400 4632
1290643200 4393
1291248000 4746
1291852800 4858
1292457600 4752
1293062400 3755
1293667200 4488
